ID_weigelt,Region,Long,Lat,Archip_weigelt,Archip,Archip_1,Archip_2,Archip_3,Archip_4,Archip_5,Archip_6,Archip_7,Island,Island_1,Area
84943,30,128.1474,-3.64725,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Ambon,NA,778.69
68845,30,128.15825,2.344072,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Rau,NA,61.37
66096,30,128.33247,-1.632993,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulai Tobalai,NA,40.25
67940,30,128.335799,0.787539,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Pakal,NA,7.25
66689,30,128.363581,-1.000069,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Air,NA,59.53
66939,30,128.368223,-0.546908,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Moeilijk Island,NA,14.41
66606,30,128.382926,-1.096955,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Yoronga,NA,26.72
68912,30,128.456634,2.316399,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Morotai,NA,2281.47
84930,30,128.483358,-3.571715,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Haruku,NA,175.81
84941,30,128.655342,-3.553404,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Saparua,NA,161.64
84912,30,128.78396,-3.668319,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Nusa Lau,NA,27.44
67747,30,128.831606,0.529007,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Sayafi,NA,19.76
66515,30,129.324115,-1.165107,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,NA,NA,8.77
66507,30,129.36175,-1.175757,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Boo-besar,NA,6.41
67271,30,129.423394,-0.097714,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Fau,NA,6.04
66498,30,129.457313,-1.182194,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Boo-kecil,NA,9.14
65132,30,129.460712,-3.201377,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Campedak,Seram,17409.01
67382,30,129.466226,-0.100428,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Gebe Island,NA,143.3
67344,30,129.613126,-0.038515,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Yu,NA,31.81
66518,30,129.708833,-1.180866,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Torobi,NA,25.17
66531,30,129.849201,-1.190005,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Kofiau,NA,148.28
84684,30,129.880268,-4.52176,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Ai,NA,7.69
67043,30,129.883169,-0.44313,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Gag,NA,61.92
84682,30,129.918721,-4.549701,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Banda Besar,NA,26.37
85028,30,130.784171,-3.317427,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Parang,NA,12.25
84862,30,130.930512,-3.886787,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Seram Laut,NA,10.14
84809,30,131.226458,-4.013869,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Panjang,NA,20.72
84778,30,131.334163,-4.120714,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Manawoka,NA,51.81
84828,30,131.412382,-4.011805,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Gorong,NA,66.93
84705,30,131.652243,-4.490209,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Kasiui,NA,30.74
84618,30,131.741329,-4.740527,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Tioor,NA,22.86
84335,30,131.99305,-5.3447,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Kur,NA,37.49
83995,30,132.185763,-5.741676,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Taam,NA,13.66
84079,30,132.292201,-5.616113,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Walir,NA,23.01
84152,30,132.336837,-5.553658,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Tayandu,NA,27.22
83781,30,132.44968,-6.017954,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Kai Tanimbar,NA,10.81
83848,30,132.527151,-5.899448,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Utir,NA,8.74
83875,30,132.539627,-5.85434,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Ur,NA,7.88
84145,30,132.720759,-5.540892,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Muha Nuhu Janat,NA,13.69
84067,30,132.723334,-5.786765,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Toad,NA,411.09
84151,30,132.780368,-5.616478,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Pulau Kai Dulah,NA,98.33
83977,30,132.784368,-5.754934,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Daar,NA,6.12
84357,30,133.045241,-5.576082,Malay Archipelago,Maluku*,Maluku Islands,Lease Islands,Bacan Islands,Obi Islands,Banda Islands,Watubela Archipelago,Kai Islands,Nuhu Cut,NA,548.99
70671,32,134.137177,6.907281,Palau Islands,Palau*,Palau Islands,Yap,NA,NA,NA,NA,NA,Ngeaur,NA,8.36
70713,32,134.245196,7.011291,Palau Islands,Palau*,Palau Islands,Yap,NA,NA,NA,NA,NA,Peleliu,NA,19.24
70872,32,134.361377,7.159262,Palau Islands,Palau*,Palau Islands,Yap,NA,NA,NA,NA,NA,Mecherchar,NA,12.23
71006,32,134.410749,7.26289,Palau Islands,Palau*,Palau Islands,Yap,NA,NA,NA,NA,NA,Ngeruktabel,NA,22.45
71024,32,134.484483,7.330251,Palau Islands,Palau*,Palau Islands,Yap,NA,NA,NA,NA,NA,Koror,NA,19.6
71218,32,134.565163,7.499321,Palau Islands,Palau*,Palau Islands,Yap,NA,NA,NA,NA,NA,Babeldaob,NA,370.84
71947,32,138.125866,9.536223,NA,Palau*,Palau Islands,Yap,NA,NA,NA,NA,NA,Yap,NA,95.69
66692,33,134.884813,-1.034718,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Numfoor,NA,329.46
66214,33,135.210335,-1.499127,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Mios Num,NA,91.21
66869,33,135.883432,-0.925871,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Biak,NA,2524.01
66418,33,136.208505,-1.242153,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Owi,NA,8.89
66443,33,136.316113,-1.228621,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Auki,NA,8.16
66424,33,136.518368,-1.235112,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Pakriki,NA,5.79
66475,33,136.597153,-1.208336,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Bromsi,NA,12.25
66419,33,136.605945,-1.241752,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Pasi,NA,5.91
66541,33,136.606843,-1.153628,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Padaidori,NA,7.13
66398,33,136.633729,-1.296477,Malay Archipelago,Schouten*,Schouten Islands,Biak Islands,Geelvink Islands,NA,NA,NA,NA,Pulau Miosmanggwandi,NA,56.55
64315,34,130.861155,37.502419,Japan,Sado*,Ulleungdo,Sado Island,Okushiri Island,Moneron Island,NA,NA,NA,Utsuryo-to,Ulleungdo,75
64462,34,138.390158,38.044467,Japan,Sado*,Ulleungdo,Sado Island,Okushiri Island,Moneron Island,NA,NA,NA,Sadoga-shima,Sado Island,857.66
64856,34,139.357906,41.511691,Japan,Sado*,Ulleungdo,Sado Island,Okushiri Island,Moneron Island,NA,NA,NA,O-shima,NA,10.12
64869,34,139.473362,42.155913,Japan,Sado*,Ulleungdo,Sado Island,Okushiri Island,Moneron Island,NA,NA,NA,Okushiri-to,Okushiri Island,145.91
39598,34,141.232918,46.254568,Shakhalin,Sado*,Ulleungdo,Sado Island,Okushiri Island,Moneron Island,NA,NA,NA,Ostrov Moneron,Moneron Island,16.21
62459,35,139.147638,34.214633,Japan,Izu*,Izu Islands,NA,NA,NA,NA,NA,NA,Kozu-shima,NA,18.74
62795,35,139.26642,34.377163,Japan,Izu*,Izu Islands,NA,NA,NA,NA,NA,NA,Nii-jima,NA,23.11
63449,35,139.398777,34.737398,Japan,Izu*,Izu Islands,NA,NA,NA,NA,NA,NA,O-shima,Izu Oshima,91.79
62316,35,139.521121,34.084866,Japan,Izu*,Izu Islands,NA,NA,NA,NA,NA,NA,Miyake-jima,NA,56.64
62171,35,139.603227,33.874735,Japan,Izu*,Izu Islands,NA,NA,NA,NA,NA,NA,Mikura-jima,NA,21.28
61715,35,139.767026,32.457165,Japan,Izu*,Izu Islands,NA,NA,NA,NA,NA,NA,Aoga-shima,Aogashima,6.32
61919,35,139.798228,33.106333,Japan,Izu*,Izu Islands,NA,NA,NA,NA,NA,NA,Hachijo-jima,NA,71.17
60384,36,141.282652,25.433157,Bonin Islands,Bonin*,Bonin Islands,Ogasawara Islands,NA,NA,NA,NA,NA,Kita-io-jima,NA,6.16
60231,36,141.317206,24.782506,Bonin Islands,Bonin*,Bonin Islands,Ogasawara Islands,NA,NA,NA,NA,NA,Io-to,NA,22.72
60658,36,142.157199,26.667203,Bonin Islands,Bonin*,Bonin Islands,Ogasawara Islands,NA,NA,NA,NA,NA,Haha-jima,NA,22.49
74754,37,144.777038,13.443537,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Guam,NA,549.41
74908,37,145.214092,14.157435,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Rota,NA,89.69
58827,37,145.419245,19.683117,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Asuncion Island,NA,18.85
75004,37,145.558807,14.852452,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Aguijan Island,NA,7.55
75038,37,145.631566,15.013351,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Tinian Island,NA,103.63
75323,37,145.668424,18.772208,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Agrihan,NA,46.9
75166,37,145.676876,16.352246,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Anatahan Island,NA,35.13
75050,37,145.753963,15.189129,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Saipan Island,NA,122.54
75290,37,145.766701,18.116355,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Pagan Island,NA,48.04
75221,37,145.779159,16.70451,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Sarigan Island,NA,5.11
75277,37,145.832867,17.599608,Mariana Islands,Mariana*,Mariana Islands,NA,NA,NA,NA,NA,NA,Mariana Islands,NA,13.86
39547,38,147.877231,45.07598,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Shlem,NA,3175.91
39587,38,149.949229,45.905675,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Kuvshin,NA,1423.22
39615,38,150.731265,46.72241,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Broutona,NA,8.55
39609,38,150.809462,46.462172,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Brat Chirpoyev,NA,13.15
39610,38,150.869477,46.520874,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Chirpoy,NA,20.46
39622,38,151.995743,46.94803,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Simushir,NA,339.36
39635,38,152.477761,47.336991,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Ketoy,NA,71.44
39720,38,153.216014,48.080521,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Matua,NA,52.01
39909,38,153.485986,48.980476,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Chirinkotan,NA,5.98
39908,38,153.953924,48.945146,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Ekarma,NA,33.07
39905,38,154.108711,48.821929,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Shiashkotan,NA,119.57
39959,38,154.436318,49.776398,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Makanrushi,NA,50.91
39915,38,154.525753,49.120714,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Kharimkotan,NA,77.81
39950,38,154.758716,49.423503,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Onekotan,NA,432.58
40006,38,154.982814,50.199004,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Antsiferova,NA,8.9
40037,38,155.570201,50.862406,Kurile Islands,Kurile*,Kurile Islands,Kuril Islands,Chishima Islands,NA,NA,NA,NA,Ostrov Atlasova,NA,153.76
65997,39,142.850367,-1.737918,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Wuvulu Island,NA,15.13
66217,39,143.060138,-1.464688,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Aua Island,NA,5.99
85080,39,143.300678,-3.228459,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Walis Island,NA,10.21
85096,39,144.096516,-3.222263,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Vokeo Island,NA,34.13
84939,39,144.605924,-3.507838,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Blupblup Island,NA,5.49
84916,39,144.81952,-3.611886,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Bam Island,NA,6.56
84789,39,145.035232,-4.077491,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Manam Island,NA,81.48
66169,39,145.066932,-1.529826,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Luf Island,NA,6.78
84675,39,145.973963,-4.64358,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Karkar Island,NA,399.64
84581,39,146.228241,-4.793981,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Bagabag Island,NA,34.62
65798,39,146.912301,-2.088798,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Manus Island,NA,1855.71
84441,39,146.958566,-5.112344,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Crown Island,NA,13.62
84376,39,147.102271,-5.322838,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Long Island,NA,416.04
65327,39,147.273592,-2.548093,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Baluan Island,NA,23.74
65415,39,147.341662,-2.386528,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Lou Island,NA,53.13
65763,39,147.389786,-2.045539,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Los Negros Island,NA,55.65
84354,39,147.589334,-5.313323,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Tolokiwa Island,NA,45.01
65643,39,147.626052,-2.081891,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Pak Island,NA,9.24
65720,39,147.759918,-2.050032,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Tong Island,NA,25.65
65454,39,147.804858,-2.310163,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Rambutyo Island,NA,99.63
84232,39,147.919974,-5.634676,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Umboi Island,NA,870.99
84306,39,148.082342,-5.408801,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Sakar Island,NA,43.94
84535,39,149.142027,-4.889833,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Unea Island,NA,33.78
84647,39,149.353547,-4.623376,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Mundua Island,NA,7.61
84638,39,149.494525,-4.677786,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Benukanare Island,NA,56.11
66333,39,149.619462,-1.430651,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Mussau Island,NA,342.84
66130,39,149.637275,-1.571848,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Eloaue Island,NA,8.54
66067,39,149.926493,-1.667409,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Sanilu,NA,11.36
66087,39,149.975686,-1.663443,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Emirau Island,NA,24.56
84347,39,150.071644,-5.302889,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Garua Island,NA,7.48
65407,39,150.233483,-2.53034,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,New Hanover,Lavongai,1221.32
65369,39,150.458735,-2.446433,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Tsoi-Boto Island,NA,5.42
65343,39,150.520307,-2.520736,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Kawulikiau Island,NA,20.56
65293,39,150.538696,-2.595643,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Patio Island,NA,6.17
65202,39,150.570006,-2.690314,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Selapiu Island,NA,26.14
65275,39,150.594777,-2.632503,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Bangatang Island,NA,14.26
84751,39,150.615239,-5.474285,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,New Britain,Niu Briten,35412.39
65160,39,150.66852,-2.730408,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Baudisson Island,NA,23.46
65181,39,150.708873,-2.699984,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Manne Island,NA,16.52
65072,39,150.877453,-2.950026,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Dyaul Island,NA,113.21
84526,39,151.173366,-4.921109,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Lolobau Island,NA,67.62
65161,39,151.984181,-2.846287,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Mabua Island,NA,236.58
65288,39,151.985086,-2.630709,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Simberi Island,NA,56.66
84769,39,152.072403,-4.11031,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Watom Island,NA,13.58
64875,39,152.327342,-3.803518,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Sepenbak Island,New Ireland,7049.72
84733,39,152.414619,-4.216093,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Ulu Island,NA,7.73
84757,39,152.458292,-4.171911,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Duke of York Island,NA,52.13
64993,39,152.598744,-3.120609,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Lihir Island,NA,201.93
65134,39,152.657421,-2.782536,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Mahur Island,NA,8.77
65053,39,152.657643,-2.951062,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Masahet Island,NA,8.88
84967,39,153.214359,-3.467744,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Malendok Island,NA,34.15
84989,39,153.298592,-3.381881,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Boang Island,NA,31.24
84796,39,153.620576,-4.079828,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Ambitle Island,NA,90.19
84800,39,153.70639,-4.01852,Bismarck Archipelago,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Babase Island,NA,24.55
84714,39,154.13202,-4.389672,Solomon Islands,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Pinipel Island,NA,7.18
84702,39,154.211167,-4.512785,Solomon Islands,Bismarck*,Bismarck Archipelago,NA,NA,NA,NA,NA,NA,Nissan Island,NA,31.29
71072,40,151.60483,7.353205,Caroline Islands,Caroline*,Caroline Islands,Chuuk Islands,Truk Islands,Chuuk Lagoon,Truk Lagoon,NA,NA,Tol,NA,35.57
71074,40,151.717994,7.37993,Caroline Islands,Caroline*,Caroline Islands,Chuuk Islands,Truk Islands,Chuuk Lagoon,Truk Lagoon,NA,NA,Fanumo,NA,5.24
71051,40,151.839179,7.345338,Caroline Islands,Caroline*,Caroline Islands,Chuuk Islands,Truk Islands,Chuuk Lagoon,Truk Lagoon,NA,NA,Fefan,NA,12.87
71102,40,151.859274,7.442763,Caroline Islands,Caroline*,Caroline Islands,Chuuk Islands,Truk Islands,Chuuk Lagoon,Truk Lagoon,NA,NA,Weno,NA,20.37
71071,40,151.877681,7.377006,Caroline Islands,Caroline*,Caroline Islands,Chuuk Islands,Truk Islands,Chuuk Lagoon,Truk Lagoon,NA,NA,Dublon,NA,9.68
81851,41,151.336142,-8.623869,Malay Archipelago,Louisiade*,Louisiade Archipelago,NA,NA,NA,NA,NA,NA,Kitava Island,NA,23.79
81433,41,151.906597,-9.276355,Malay Archipelago,Louisiade*,Louisiade Archipelago,NA,NA,NA,NA,NA,NA,Ianaba Island,NA,7.75
81581,41,151.913174,-8.915189,Malay Archipelago,Louisiade*,Louisiade Archipelago,NA,NA,NA,NA,NA,NA,Kwaiawata Island,NA,5.77
81566,41,151.979444,-8.969979,Malay Archipelago,Louisiade*,Louisiade Archipelago,NA,NA,NA,NA,NA,NA,Gawa Island,NA,14.89
