ID_weigelt,Region,Long,Lat,Archip_weigelt,Archip,Archip_1,Archip_2,Archip_3,Archip_4,Archip_5,Archip_6,Archip_7,Island,Island_1,Area
82141,27,127.324472,-8.429572,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Jaco,NA,11.42
82867,27,127.403012,-7.571755,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Romang,NA,178.28
82813,27,127.599886,-7.588216,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Maopora,NA,11.38
82493,27,127.681945,-8.197728,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Leti,Leti Island,91.55
82534,27,127.942404,-8.17701,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Moa,NA,362.8
82456,27,128.160707,-8.24278,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Lakor,NA,111.9
83200,27,128.614522,-7.136832,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Damar,Damar Island,194.47
82483,27,128.70135,-8.178123,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Luang,NA,6.45
82485,27,128.785964,-8.181406,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Kalapa,NA,6.57
82473,27,128.934969,-8.215997,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Sermata,NA,109.59
83301,27,129.143544,-6.971033,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Teun,NA,14.18
83422,27,129.51051,-6.735624,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Nila,NA,20.54
82631,27,129.537866,-7.902854,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Wetan,NA,44.08
82833,27,129.688993,-7.553256,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Dai,NA,16.79
82658,27,129.724792,-7.907751,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Babar,NA,628.84
82540,27,129.86765,-8.152491,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Masela,NA,46.77
82717,27,130.005377,-7.722029,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Dawera,NA,12.87
83589,27,130.016055,-6.310976,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Serua,NA,6.52
82670,27,130.067696,-7.767723,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Daweloor,NA,14.33
82863,27,130.90452,-7.539248,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Selu,NA,92.74
82547,27,130.968548,-8.196789,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Selaru,NA,351.48
82758,27,131.038921,-7.68849,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Sera,NA,97.48
83006,27,131.059904,-7.456954,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Wuliaru,NA,159.2
82700,27,131.08162,-7.748539,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,NA,NA,7.76
82582,27,131.091993,-8.03306,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Anggarmasa,NA,8.1
82843,27,131.14161,-7.531485,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Kiswui,NA,7.68
82560,27,131.204542,-8.06457,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Matkus,NA,5.07
83078,27,131.253284,-7.344151,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Wotap,NA,35.7
83120,27,131.386906,-7.224636,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Tual,NA,7.58
83162,27,131.407126,-7.587122,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Yamdena,Yamdena,3268.23
83176,27,131.443005,-7.119922,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Temar,NA,8.72
83142,27,131.476563,-7.191023,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Mitah,NA,14.1
83347,27,131.486154,-6.893624,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Maru,NA,23.93
83444,27,131.565764,-6.734379,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Molu,NA,76.28
83173,27,131.868445,-7.162023,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Larat,NA,218.03
83267,27,131.94948,-7.039808,Malay Archipelago,Lesser Sunda*,Lesser Sunda Islands,Tanimbar Islands,Alor Archipelago,Barat Daya Islands,NA,NA,NA,Pulau Fordate,NA,34.57
69735,28,119.756094,5.021475,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bongao Island,NA,11.13
69754,28,119.780882,5.073466,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Sanga-Sanga Island,NA,45.8
75071,28,119.794626,15.795622,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Hermana Mayor Island,NA,5.09
69683,28,119.819785,4.889141,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Simunul Island,NA,41.52
69663,28,119.835502,4.805305,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Manok Mangkaw Island,NA,16.47
75182,28,119.93508,16.399079,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Santiago Island,NA,21.48
70175,28,119.941394,5.872556,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Doc Can Island,NA,7.67
75156,28,119.977374,16.290492,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Cabarruyan Island,NA,72.32
70182,28,119.990779,5.874062,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,NA,NA,8.36
70203,28,119.993788,5.922366,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,NA,NA,8.26
69726,28,120.002454,4.985189,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bilatan Island,NA,15.58
74819,28,120.039193,13.883961,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Cabra Island,NA,9.97
69867,28,120.05372,5.194487,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Taitagan Island,NA,621.5
70209,28,120.109257,5.961183,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Cap Island,NA,14.83
69740,28,120.121428,5.022705,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Banaran Island,NA,6.59
74798,28,120.183411,13.781768,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Lubang Island,NA,195.94
69742,28,120.209305,5.030269,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Mantabuan Island,NA,8.73
69870,28,120.236766,5.343912,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Basbas Island,NA,5.87
69747,28,120.258489,5.076976,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Latuan Island,NA,5.03
69833,28,120.279326,5.212684,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tandubatu Island,NA,40.04
69755,28,120.29564,5.104244,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Sikubung Island,NA,13.42
74791,28,120.301572,13.80446,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Ambil Island,NA,29.53
69880,28,120.309258,5.3762,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tumbagaan Island,NA,9.3
69771,28,120.333661,5.141255,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tandubas Island,NA,10.8
69834,28,120.34687,5.223677,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Batu Cuning Island,NA,16.84
74758,28,120.376726,13.6523,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Golo Island,NA,21.93
70318,28,120.442394,6.154007,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,North Ubian Island,NA,16.27
69788,28,120.49304,5.177454,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,South Ubian Island,NA,5.42
70297,28,120.542361,6.128078,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Usada Island,NA,7.97
70456,28,120.554947,6.304862,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Pangutaran Island,NA,97.83
74937,28,120.58251,14.384721,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Corregidor Island,NA,5.97
69890,28,120.587632,5.417312,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bubuan Island,NA,10.29
70446,28,120.64616,6.28188,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Pandukan Island,NA,18.87
70464,28,120.695268,6.414791,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Kulassian Island,NA,16.81
70020,28,120.778042,5.533949,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Lapak Island,NA,37.32
70008,28,120.792515,5.494656,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,NA,NA,10.82
69993,28,120.819697,5.485391,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,NA,NA,16.62
70078,28,120.838415,5.686048,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Lugus Island,NA,34.3
70025,28,120.856927,5.539731,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Siasi Island,NA,71.69
70450,28,120.858534,6.325154,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Teomabal Island,NA,11.73
74761,28,120.892359,13.647464,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Maricaban Island,NA,32.91
70101,28,120.907519,5.726873,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tapul Island,NA,31.2
70340,28,120.974171,6.189575,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bubuan Island,NA,9.78
70090,28,121.005164,5.727256,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Taluk Island,NA,5.16
74215,28,121.017146,12.21629,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Ambulong Island,NA,8.39
70064,28,121.046698,5.676481,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Kabingaan Island,NA,16.04
74732,28,121.066657,12.956766,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Mindoro,NA,9798.8
74743,28,121.075897,13.550526,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Verde Island,NA,17.21
74281,28,121.07819,12.232426,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Ilin Island,NA,75.36
70265,28,121.129132,5.975911,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Jolo Island,NA,842.08
70159,28,121.165959,5.813047,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Pata Island,NA,45.76
71960,28,121.211912,9.597383,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Cagayan Island,NA,9.23
75336,28,121.224664,19.088763,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Dalupiri Island,NA,66.42
75327,28,121.375244,18.870353,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Fuga Island,NA,97.66
74099,28,121.385929,12.050495,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Semirara Island,NA,59.46
70237,28,121.408305,6.034008,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Capual Island,NA,21.17
75315,28,121.42198,15.947613,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Luzon,NA,104973.97
75350,28,121.458274,19.325178,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Calayan Island,NA,193.94
70617,28,121.462106,6.748902,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Dassalan Island,NA,5.02
73866,28,121.473314,11.847607,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Sibay Island,NA,42.27
59987,28,121.490499,22.660052,Taiwan,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Lu Dao,NA,16.82
70228,28,121.541421,6.018707,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bangalao Island,NA,10.97
59838,28,121.549736,22.048007,Taiwan,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Lan Yu,NA,47.85
73946,28,121.559125,11.922918,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Caluya Island,NA,24.74
70208,28,121.57731,5.954654,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Simisa Island,NA,14.91
70591,28,121.602305,6.649363,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Pilas Island,NA,24.71
70238,28,121.687156,6.022771,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Balanguingui Island,NA,25.34
74645,28,121.708959,12.925441,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Maestre De Campo Island,NA,21.22
70584,28,121.709188,6.672169,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Balukbaluk Island,NA,5.54
74834,28,121.76848,13.912642,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Pagbilao Grande Island,NA,27.5
58857,28,121.808258,20.31917,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Ibahos Island,NA,6.44
70322,28,121.811854,6.153077,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bucutua Island,NA,13.57
74925,28,121.825389,14.282846,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Cabalete Island,NA,17.68
70299,28,121.835476,6.130462,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bulaan Island,NA,12.09
59011,28,121.835797,20.759892,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Itbayat Island,NA,86.85
70268,28,121.845529,6.035344,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tongkil Island,NA,49.42
58859,28,121.860858,20.308906,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Sabtang Island,NA,35.05
75330,28,121.903783,18.921776,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Camiguin Island,NA,171.34
74002,28,121.925517,11.970751,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Boracay Island,NA,10.44
74084,28,121.937507,12.064027,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Carabao Island,NA,28.55
75035,28,121.9386,14.872188,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Polillo Island,NA,654.16
75352,28,121.949981,19.526158,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Babuyan Island,NA,74.39
70613,28,121.963757,6.730982,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Malamaui Island,NA,17.49
58864,28,121.967439,20.419087,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Batan Island,NA,73.56
70453,28,121.968568,6.346338,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Bubuan Island,NA,8.82
74742,28,121.969236,13.389792,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Marinduque Island,NA,904.93
70443,28,121.979037,6.296203,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tapiantana Island,NA,12.42
74561,28,122.039667,12.407416,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tablas Island,NA,677.85
70612,28,122.041755,6.579308,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Basilan Island,NA,1245.93
75008,28,122.044401,14.858792,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Palasan Island,NA,16.85
74915,28,122.047103,14.110029,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Alabat Island,NA,191.44
74616,28,122.054743,12.805712,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Simara Island,NA,21.12
74649,28,122.069948,12.938495,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Banton Island,NA,29.28
74729,28,122.07961,13.508345,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Santa Cruz Island,NA,6.97
74719,28,122.133933,13.410172,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Salomague Island,NA,5.54
75310,28,122.134621,18.546556,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Palaui Island,NA,27.13
74995,28,122.185675,14.795371,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Patnanongan Island,NA,95.61
70699,28,122.242983,6.969066,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Sacol Island,NA,33.19
74517,28,122.289032,12.541817,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Romblon Island,NA,83.33
74975,28,122.376336,14.700431,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Jomalig Island,NA,52.03
73923,28,122.44098,11.189251,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Panay,NA,11486.43
74440,28,122.576283,12.407967,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Sibuyan Island,NA,452.41
72867,28,122.612243,10.572947,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Guimaras Island,NA,583.19
72704,28,122.702607,10.459097,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Inampulungan Island,NA,10
71092,28,122.864199,7.366931,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Olutanga Island,NA,194.02
74963,28,122.932761,14.46573,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tinaga Island,NA,12.33
74946,28,122.950038,14.421448,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Guintinua Island,NA,6.72
74676,28,122.964653,13.142508,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Busing Island,NA,5.29
73046,28,123.005443,10.028231,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Negros,NA,12796.25
74677,28,123.110492,12.976687,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Dampalif Island,NA,420.37
73216,28,123.126738,11.130324,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Tagubanhan Island,NA,14.48
73857,28,123.128413,11.849393,Malay Archipelago,Philippines*,Philippines,Philippine Archipelago,Luzon,Mindanao,Southern Philippines,Visayas,Visayan Islands,Jintotolo Island,NA,5.49
