"x","y","Elev","Temp","Prec","varT","varP","all_spp"
-11531392,7143101,453.569484671069,-2.03084509812861,526.554627821121,36.3282651740841,58.2491559465409,118
-11418392,7143101,353.192338009484,-1.47533928423561,554.063161202399,38.7584332812619,57.3682565738516,119
-11305392,7143101,386.114695679305,-1.44602969683333,593.326966311904,37.6436807422555,57.588512932443,120
-11192392,7143101,1291.00690943233,-1.10346026720196,569.641968751697,33.5841013132055,38.6719582929344,125
-11079392,7143101,1922.59359126927,1.23745633908398,678.407938791329,31.8407095799177,32.2065511441528,132
-10966392,7143101,1673.93979667661,2.07346542320569,636.80828045428,32.5149061440531,34.6343191787391,135
-10853392,7143101,1257.5586325862,2.16817875303018,794.647123419749,29.0176266589974,27.411132789055,139
-10740392,7143101,2032.81170772816,1.75041251267746,993.14525802074,29.5609927429863,25.3308693700763,139
-10627392,7143101,1547.17590167052,1.37749474020948,1328.16198573315,28.6794328314474,25.9750035623528,144
-10514392,7143101,933.315565936857,0.161379767768488,1054.66078403942,34.6386644858901,27.7663736169529,137
-10401392,7143101,2260.31866972445,-0.0693784786986832,1260.76665829287,33.9233430048593,27.4135614608794,130
-10288392,7143101,1760.6433379741,-1.17142213958592,1207.28549019176,34.7921260428066,28.0444501551502,133
-10175392,7143101,2764.45498122012,-4.67189784239784,711.784681533539,34.742185496947,37.1243182528253,140
-10062392,7143101,1287.56044497052,-2.97339522317034,492.150636594955,40.4936069008925,46.3839464901886,138
-9949392,7143101,1069.11619990805,-3.70412815380148,310.819223680849,43.1326516967523,39.1223124042915,136
-9836392,7143101,684.921447077241,-1.69164877941524,279.663637483324,43.9712707022566,42.652875673415,135
-9723392,7143101,830.335591153239,-2.27027272678544,332.673532369997,42.8386680198614,43.3284978170744,135
-9610392,7143101,676.243457117118,-2.71396861762244,397.452324507211,42.6156139614416,34.1938228502908,131
-9497392,7143101,646.712727169277,-4.34111980996131,515.933031448898,43.4645770462242,27.2065260854698,128
-9384392,7143101,582.662924524291,-4.39465744929996,564.641024408135,45.1363150623794,26.719320357012,129
-9271392,7143101,704.236683076355,-4.59340451375526,601.539609649438,43.3702224296436,30.7650057053723,130
-9158392,7143101,1074.39915942877,-4.53985602113644,582.371283850458,43.0230320487019,34.5161948304838,132
-9045392,7143101,1349.92285904617,-3.2689808609252,523.422984093861,45.5767958732454,40.0163294593615,132
-8932392,7143101,945.378670796925,-2.54111212948784,454.395673211029,48.8005229630437,45.6544174170863,138
-8819392,7143101,383.569534541024,-2.98386582574203,394.131415350775,52.1021110265061,41.0034031751943,139
-8706392,7143101,541.0631281097,-3.13095815870093,361.864449970273,52.3107990769836,37.3786862677469,136
-8593392,7143101,621.034421980854,-3.23398794223766,364.036233110335,52.130963207339,32.5935211123493,137
-8480392,7143101,456.104624437387,-3.57325133192371,343.516129575475,51.3791718105931,32.7909205160354,135
-8367392,7143101,111.614362019435,-3.85651562799473,328.132282732224,50.5908739276888,34.8082350407524,131
-8254392,7143101,52.9314564136282,-3.8,314.262022487613,51.1320147081815,38.3679118148321,131
-8141392,7143101,130.719885003887,-4.26155487350022,325.074415569721,51.6703702129116,39.8474462832533,125
-8028392,7143101,204.982608248347,-4.98680278083491,327.344908020465,52.1212463659376,39.7776090010722,114
-7915392,7143101,283.062151647473,-5.59904123107493,337.963664849706,52.3282446275384,40.099089675996,101
-7802392,7143101,102.76289343471,-6.53993096545776,343.120979720196,52.2793787406318,41.8208033772558,93
-7689392,7143101,67.6162689006115,-7.15215426881298,343.520625884488,52.7987751867582,44.2927451141909,78
-7576392,7143101,78.0167527859513,-7.72852600073047,343.436757117961,52.7702768826153,48,73
-7463392,7143101,93.4831124062383,-8.26711484846087,337.70267195103,52.711231121689,51.4252682954124,68
-7350392,7143101,94.6232427785311,-9.09939217778881,313.806584569511,52.9406952205521,55.663439504322,64
-7237392,7143101,63.3444724560465,-9.77501394981783,327.72761083986,53.2527248840598,55.2593282001215,55
-7124392,7143101,113.364056549014,-9.86914992832946,335.111667383481,53.092901379521,53.3995629101428,53
-7011392,7143101,120.704795603792,-9.97501394981783,343.788557323592,52.3888972878464,51,52
-6898392,7143101,150.984682050088,-9.95651562799473,344.053543011798,51.5750139498178,49,53
-6785392,7143101,86.4956297829099,-9.96125644111678,330.759251047473,51.1692917275259,50,52
-6672392,7143101,58.6150547560369,-10.6038569114209,311,50.5,53,46
-6559392,7143101,1.00364882417519,-11.1820856670146,287.503953233498,50.4082610823515,56.3503801927126,43
-5994392,7143101,58.5919545956475,-9.6473049539125,299.937877984416,46.8,54.1135601396494,30
-5881392,7143101,35.6963341386102,-9.7,292,46.437297144952,54,30
-5768392,7143101,82.0402190424797,-8.5,304.237082378648,41.4037925064695,48.0173565467546,27
-5655392,7143101,186.695316734767,-7.80009980781687,367.130710236373,39.4,44.2577954824048,43
-5542392,7143101,373.424184804999,-7.9520306513289,403.552937190016,39.152197769497,37.9504024683296,37
-5429392,7143101,485.351702616301,-8.12884106551219,440.534565060378,39.3759300227386,37.9748411145132,36
-5316392,7143101,589.704972902519,-8.07238454704687,466.610409613594,39.6421842558933,36.9195617094828,32
-5203392,7143101,545.785690769799,-7.01761548457758,433.972252323985,38.4363467246386,38.4288214973114,30
-4977392,7143101,162.846275217346,-7.8,388.812801300237,38.5021721479879,41.4964260663132,34
-4864392,7143101,528.467336105956,-7.253294725539,456.10410826755,35.6215571179894,40.0892265917257,33
-4751392,7143101,572.087550201298,-5.8638362718888,478.432408093477,30.2895788154592,42.1178944897443,34
-4638392,7143101,171.422588986903,-5.9621591972958,389.123134192627,29.839255269745,51.8594549026597,34
-12096392,7030101,62.3937399432433,-0.2,715.549615226996,26.9449948724644,52.5961056317993,83
-11983392,7030101,103.327028563261,-0.3,706.1038467164,28.8264601230776,53,79
-11870392,7030101,370.498768101319,-0.428338354473991,652.804500449163,30.9407403172002,51.0636482242589,104
-11757392,7030101,680.77434877171,-1.10099480007293,621.91997702173,32.024772068587,48.1154887518393,110
-11644392,7030101,680.971637190821,-0.149696874063929,593.520466054983,32.5471743239082,47.1382874281045,107
-11531392,7030101,342.568451725919,-0.0148517166919469,598.005282760316,32.4300690385464,48.5115396282915,109
-11418392,7030101,326.251541162257,1.56982133888661,705.144016429373,30.3765896735161,33.8146933892416,117
-11305392,7030101,1099.4331988292,2.35090022764981,825.938120241725,28.5711363634622,27.2268312733937,130
-11192392,7030101,1430.30053274605,2.68931744992728,812.972628507849,25.6403107693215,25.7026610112931,132
-11079392,7030101,1458.50836373392,3.2041121337398,1170.49171910647,23.2401562992613,30.0030741299379,132
-10966392,7030101,1347.55593410888,4.27535771810837,1572.2769372175,21.739400581841,29.9635666842461,134
-10853392,7030101,1149.26282652796,4.6,1517.33240149922,19.3650492976874,26.43199793419,130
-10740392,7030101,526.277570538837,4.06305914350843,1843.79993196061,20.7294162646527,27.1619262796715,118
-10627392,7030101,1152.53296518933,5.1537021412528,2451.44425695034,19.8,24.8156067101121,113
-10514392,7030101,1641.2363056212,4.63638960584198,2485.3677258887,21.1305116959592,24.2168527378954,116
-10401392,7030101,1793.78538485031,4.01254644989699,2750.63614458135,21.1327017438441,22.0516483294689,122
-10288392,7030101,3185.09259631359,3.32499241338268,2922.28436498237,24.6832005240031,20.0095336964735,133
-10175392,7030101,2640.95702484227,1.62031821435592,1991.16752216103,29.5537022545298,19.4783516518342,134
-10062392,7030101,1440.19982231662,-0.288043824592409,1008.62816669611,34.1677498334269,22.4856927234682,146
-9949392,7030101,918.348230288705,-1.347821852104,692.945545259508,34.9252561773371,23.9167784764613,154
-9836392,7030101,649.067516092739,-0.409279537687391,394.801363642868,38.2914062774786,30.9054209462677,147
-9723392,7030101,693.549522371454,-1.27157944989088,506.050437269468,40.4616172988852,25.3478085103251,145
-9610392,7030101,569.758004335453,-3.00046485530072,607.057331956725,40.3436000960339,22.3636882672369,138
-9497392,7030101,782.073213484147,-2.69362935121673,602.360739727153,42.9936621744164,22.3956364307902,139
-9384392,7030101,683.426227802874,-2.73931598100433,551.337282806885,45.7236117224084,25.634797131652,141
-9271392,7030101,538.19671735207,-2.65792243939776,556.92341138305,44.5853877201299,31.8184139947208,136
-9158392,7030101,928.916168335263,-1.18916277744094,515.51358919144,45.476639902617,36.953939582982,138
-9045392,7030101,1174.50350395293,-1.32631253446827,480.538555127361,46.2887310945663,45.7421260513017,141
-8932392,7030101,467.317665618832,-2.19376380709499,430.909048580927,50.1092700608184,47.7088301443432,141
-8819392,7030101,324.672363959568,-2.96749277409113,409.310319365708,51.2756861011968,41.4246430996024,145
